"","nomem_encr","Extraversion","Agreeableness","Conscientiousness","Emotional_stab","Openness","Self_esteem"
"3012",845602,3.3,3.4,3.7,2.1,3.3,6.31
"3013",845617,3.9,3.9,3.9,3,3.7,5.85
"3014",845623,NA,NA,NA,NA,NA,NA
"3015",845657,3.5,4.1,4,3.9,3.3,6.38
"3016",845672,4.2,4.3,3.5,3,3.3,6.08
"3017",845675,3,3.6,3.5,4,3.2,5.62
"3018",845681,3.7,4.1,3.8,3.1,3.9,6.77
"3019",845693,3,4.1,3.5,3.7,4.1,5.38
"3020",845700,2.5,3.9,3.3,2.9,3.6,4.38
"3021",845706,3,3.7,3.4,3.7,3.5,5.54
"3022",845727,3.5,3.7,3.9,3.5,3.6,6.23
"3023",845733,2.6,3.8,4.2,3.4,3.3,4.92
"3024",845745,3.3,3.7,3.7,3.4,3.4,5.85
"3025",845785,3.5,3.4,4.1,3.7,3.6,6
"3026",845812,2.8,4,3.2,3.4,2.6,5.62
"3027",845834,3.1,4.4,3.8,2.9,3.4,5.08
"3028",845843,3.1,2.9,3.1,2.5,3.1,3.77
"3029",845867,3.4,3.8,3.6,3,3,4.69
"3030",845874,3.4,3.8,2.7,2.1,3.2,3.08
"3031",845886,4,4.1,4.1,4.3,3.9,6.85
"3032",845925,3.2,4,2.9,2.8,3.2,3.38
"3033",845944,2.5,4,3.6,2.7,3.2,5
"3034",845950,3.5,3.8,3.8,2.6,3.7,5.77
"3035",845971,3,4.1,4.2,3.4,3.5,5.69
"3036",845986,3.5,4.2,4.4,3.5,3.4,6
"3037",845993,3.9,4.6,4.2,3.6,3.5,6.23
"3038",846008,4.9,3.6,3.9,3.6,3.3,5.77
"3039",846020,3.8,3.9,4.2,2.5,4.5,5.62
"3040",846060,2.8,3.4,3.8,4,2.7,5.15
"3041",846072,2.6,2.5,3.4,4.8,4.1,5.23
"3042",846102,3.7,4,3.9,3.9,3.4,5.69
"3043",846115,3.5,3.6,3.2,4.1,3.6,6.23
"3044",846118,4.5,4.3,4.7,4.2,4,6.46
"3045",846130,2.4,3.8,4,3.5,2.6,5.54
"3046",846145,3.8,4.3,2.9,4.2,3.5,6.54
"3047",846148,2.8,3.2,3.8,4.7,3.5,6.62
"3048",846154,4,4.1,3.5,3.6,3.1,5.77
"3049",846157,2.1,4.2,3,2.4,2.9,3.62
"3050",846179,2.9,4.2,4.7,4,3.6,6.23
"3051",846191,2.8,4.3,3.2,4.5,2.7,6.31
"3052",846228,2.7,3.7,3.3,2.4,3,2.31
"3053",846240,3,3.9,3.3,3.1,3.2,4.38
"3054",846267,4.4,4.6,4.2,4.3,4.6,6.38
"3055",846273,2.7,4,3.5,4.2,3.6,6.46
"3056",846286,3.1,3.8,3.1,2.4,3.1,4.23
"3057",846292,4,3.6,3.7,2.2,3.9,5.85
"3058",846301,3.5,3.5,4,3.9,3.7,6.38
"3059",846328,3.2,4.4,4.2,3.8,3.2,5.54
"3060",846340,2.8,3,3,3,3,4
"3061",846359,2.9,3.6,3.2,3.5,3,5.85
"3062",846395,3.8,4.3,4.1,4,4.4,6.31
"3063",846423,2.2,1.5,3.7,3.4,3.3,3.69
"3064",846447,3,2.7,3.9,3.1,3.1,3.77
"3065",846450,2.4,3.4,3.3,3.9,4,5.69
"3066",846459,3.4,3,2.9,2,4.7,5.23
"3067",846466,2.6,3.1,3.3,2.4,3.2,4.62
"3068",846502,3.8,4,4.1,3.8,3.7,6.54
"3069",846505,3.6,4.7,4.6,3.4,3.4,5.85
"3070",846533,3.5,4.1,3.9,4.4,3,NA
"3071",846563,5,4.5,3,3.9,4.6,5.85
"3072",846582,2.8,4.2,3.5,3.7,2.9,5.69
"3073",846588,2.7,4.1,4.3,2.9,3.5,6
"3074",846636,3.3,3.3,4.2,4.1,3.6,6.54
"3075",846697,4,3.7,4,3.4,3.6,5.62
"3076",846716,3.2,4.3,4.1,3.5,3.7,4.46
"3077",846725,3.2,3.3,3.8,3.1,3.5,5.38
"3078",846740,4.8,4.8,4.6,4.3,3.6,6.54
"3079",846752,3.1,3.6,3.7,3.6,3.7,5.46
"3080",846804,3.3,4.1,3.7,3.4,3.2,6.15
"3081",846817,3,3.5,4.1,3.7,3.5,6.31
"3082",846832,2.7,4.3,3.7,2.9,3.3,5.85
"3083",846841,2.5,4.4,4.1,4,3,6.92
"3084",846856,4.1,4.1,3.6,3.8,3.4,6.46
"3085",846862,2.6,3.5,3.4,2.8,3.1,5.46
"3086",846865,2.5,3,2.6,4,2.9,5.15
"3087",846868,4,4.6,4.5,4.7,4.5,6.77
"3088",846875,4,4.8,4.6,4,4,6
"3089",846881,2.7,3.8,3.8,3.4,3.1,4.46
"3090",846902,3.3,3.8,3.3,3,3.4,4.15
"3091",846911,NA,NA,NA,NA,NA,NA
"3092",846936,2.5,3.1,4.8,3.1,3.8,4.54
"3093",846954,3.4,2.4,2.5,4.1,4.3,5.92
"3094",846987,2.1,4.1,3.8,3.4,3.3,5.15
"3095",847000,3.7,4.1,4,2.5,3.8,5.08
"3096",847018,3.6,4.1,3.7,3.9,3.8,6.69
"3097",847021,3.4,2.8,3,3.7,3.1,6
"3098",847036,2.6,4,3.8,2.3,3.2,4.08
"3099",847055,3.1,3.4,3.9,4.5,2.8,5.69
"3100",847088,3.9,4.5,4.4,3.2,3.3,5.85
"3101",847094,2.8,3.8,2.2,3,3.8,3.46
"3102",847109,3,4,3.9,1.9,2.9,4.46
"3103",847119,3.8,4,4.1,2.1,2.8,6
"3104",847125,3,3.8,3.7,3.1,3,4.46
"3105",847143,4,3.2,4.2,4.5,4.3,6.62
"3106",847152,3.2,2.7,3.2,4.5,3.4,6.31
"3107",847167,4.4,4.5,3.4,2.4,3.5,4.54
"3108",847174,2.7,3.7,3.1,2,3.3,4.31
"3109",847186,2.8,3.6,3.1,2,3,3.38
"3110",847189,2.4,3.5,3.6,3.9,3.2,5.85
"3111",847195,3.2,3,3.3,3.1,3.4,4.31
"3112",847207,3.4,2.8,3,3.4,2.8,4.31
"3113",847210,2.4,3.9,4,2.6,3.1,3.46
"3114",847250,3,3.9,3.3,3,3.2,3.15
"3115",847283,3.4,4,3.6,3,3.7,5.38
"3116",847296,4.2,4.6,3.5,4,3.5,6.15
"3117",847317,4.2,4.6,3.7,3.7,3.9,6.15
"3118",847332,3.4,3.7,4.3,3.3,3.7,6
"3119",847335,2.4,3.1,4.9,2.9,3.5,5.92
"3120",847338,4,4,4.5,4.6,3.6,6.08
"3121",847357,3.6,2.9,3.3,3.7,3.9,6.62
"3122",847360,3.3,3.8,3.7,3.9,3.9,6
"3123",847366,3.7,2.9,3.5,3.5,3.8,5.77
"3124",847375,3.1,3.7,3.1,3.8,2.9,4.38
"3125",847384,3.7,3.3,3.9,3.1,2.9,5.92
"3126",847387,2.4,3.6,3.4,2.6,2.6,4.77
"3127",847402,2.8,3.9,3.6,3.4,3.5,6.31
"3128",847406,2.4,3.2,3.1,4,3.3,5.62
"3129",847409,2.9,4.1,3.6,4.2,2.9,6.31
"3130",847424,2.6,3.4,3.4,3.7,4,6.08
"3131",847439,4.6,4.6,3.8,4.8,4.3,6.62
"3132",847457,2.5,3.9,4.6,2.9,2.7,5.15
"3133",847470,2,3.3,3.6,3.4,3.4,5.15
"3134",847488,3,4.1,3.7,4,3.4,5.85
"3135",847497,3.8,3.7,2.9,3.6,4.2,5.46
"3136",847500,3.3,4.6,4,4.1,4.3,5.23
"3137",847534,3.9,4,3.9,3.2,3.6,3.54
"3138",847549,3.5,3.8,4,3.2,3.1,5.77
"3139",847567,3.8,3.7,3.3,4.1,3.5,6.08
"3140",847589,2.5,3.2,3.3,2.9,4,4.62
"3141",847598,2.7,3.3,4,3.8,3.2,5.92
"3142",847610,2.6,4.3,4,4.8,3.7,6.23
"3143",847613,3.9,4.6,4.2,3.6,3.5,5
"3144",847625,3.2,4.3,4.2,3.2,3.3,5.46
"3145",847631,3.3,3.7,3.6,2.7,1.8,4.23
"3146",847653,4.3,4.5,3.4,3.8,3.8,5.38
"3147",847671,3.4,3.7,4,4.1,3.9,6.38
"3148",847674,3.2,3.2,3.3,2.2,3.5,5.92
"3149",847680,3.3,4.1,2.9,3,4.4,4.15
"3150",847714,3.2,3.6,4.1,2.7,4.1,5.08
"3151",847717,4.9,4.6,4.5,4.4,4.2,6.15
"3152",847735,4.5,4.2,3.3,3.1,3.2,6
"3153",847753,3,3.7,3.7,3.6,3.3,6.54
"3154",847781,3,4,3.9,3.4,3.9,5.92
"3155",847796,3.9,3.9,4.2,4.1,3.3,7
"3156",847805,2.2,2.8,3.1,3.9,3.9,5.62
"3157",847817,1.6,3.8,4.5,2.7,3,6.38
"3158",847836,4.1,4.5,4.6,3.1,3.1,6.38
"3159",847842,4.3,4,4.8,4.4,4.9,6.54
"3160",847891,2.3,3.7,4.4,4,3.3,6.38
"3161",847903,2.1,3.5,2.7,1.8,2.6,2.85
"3162",847906,4.3,4.2,4.2,4.1,3.3,6.85
"3163",847924,4.2,3.9,3.4,3.2,3.7,5.85
"3164",847952,3.2,3.7,3.1,3,3.2,5.31
"3165",847964,3.3,4.2,4.3,3.3,3.6,5.46
"3166",847976,2.8,3.7,3.9,3.2,3.2,5.08
"3167",847985,2.5,3.6,4.3,3.4,3.7,5.23
"3168",847998,3.4,4.7,3.6,3.9,3.4,5.77
"3169",848010,3.2,3.4,3.7,4,3.2,7
"3170",848046,4.3,4,4.4,3.3,3.4,6.85
"3171",848062,3.6,3.3,3.2,3,3.2,5
"3172",848065,3.3,3.7,3,2.3,3.1,4.08
"3173",848068,3.3,3.5,2.3,2.9,3.2,5
"3174",848086,3.6,4.4,3.6,4.1,3,5.77
"3175",848129,2.4,3.9,4.3,4.9,3.2,6.69
"3176",848132,2.8,3.7,3.1,2.2,3.3,5.08
"3177",848141,3.4,4.3,3.9,3.8,3.5,6.92
"3178",848144,2.6,2.8,2.9,2.7,3,3.92
"3179",848147,3.3,4.3,4,3.6,3.8,6.38
"3180",848156,NA,NA,NA,NA,NA,NA
"3181",848165,2.8,3.2,3.8,2.9,2.8,5.08
"3182",848175,3.5,4.2,3.1,2.4,3.6,4.69
"3183",848205,2.3,2.8,4.1,3.5,3.2,5.62
"3184",848223,3.7,3.9,4.2,4.5,4.2,5.85
"3185",848239,3.3,3.4,4.3,3.1,3.6,5
"3186",848248,3,3.3,3.8,3.1,3,4.08
"3187",848257,4.3,3.9,3.9,3.2,3.4,6
"3188",848266,2.6,3.3,3.5,3.4,3.1,5
"3189",848294,2.3,2.9,3,3.9,4,6.08
"3190",848324,2.9,3.5,3.9,3.5,3.1,6.54
"3191",848364,3.5,3.6,3.6,3.3,3.7,5.77
"3192",848373,3.8,4.6,3.8,3.6,3.9,6.54
"3193",848397,3.5,4.1,4,4.7,3.5,6.77
"3194",848400,3.8,4,3.6,2.7,3.3,5.92
"3195",848403,2.9,4,3.9,4.1,3.3,6.69
"3196",848413,2.8,4.4,4.1,3.3,2.9,6.31
"3197",848446,2.6,3.1,3.2,3.2,3.3,4.92
"3198",848458,3.4,4.5,4.2,3.6,3.7,4.77
"3199",848464,4.3,4.2,4.1,4,3.6,6
"3200",848486,4,4.1,3.8,4.1,3.3,6.15
"3201",848501,2.9,3.9,3.9,4.1,2.8,5.92
"3202",848507,3.5,3.3,2.8,3,2.6,5
"3203",848519,2.8,2.9,3,2.8,4,4.15
"3204",848526,3.9,4,3.6,3.1,4,5
"3205",848535,3.1,3.7,4.2,3,3.4,4
"3206",848583,3.3,3.7,3.1,3.3,3,4.15
"3207",848602,2,3.2,4.1,3.9,2.8,6.23
"3208",848632,4,3.7,3.1,2.9,3.6,5.23
"3209",848635,2.3,4.3,3.4,2.5,3.4,4.77
"3210",848645,3.7,3.6,4.2,4.5,4.1,6.92
"3211",848651,2.8,3.7,3.4,3.1,3.5,4.77
"3212",848663,3.2,3.6,3.3,3.6,2.9,4.85
"3213",848669,3.5,3,4.7,3.3,3.9,5.77
"3214",848678,3.5,2.9,3,3.1,2.9,4.54
"3215",848693,3.3,4,4.4,4.8,3,5.85
"3216",848721,2.7,3.7,4.5,3.3,3.7,6.08
"3217",848727,4.9,4.9,3.6,3.8,4.4,5.08
"3218",848748,3.5,4,3.4,3.7,3.3,4.46
"3219",848757,1.8,2.4,2.8,2.7,3.3,4.15
"3220",848767,3.3,3.7,3.5,3.3,4.2,5.62
"3221",848779,3.9,4.6,4.4,4.3,3.3,5.92
"3222",848785,3.2,3.4,2.8,3.5,2.7,4.69
"3223",848794,4.5,4.4,5,3.5,4.1,6.46
"3224",848803,3.8,2.2,4.2,3.7,4.8,4.77
"3225",848822,3.8,3.9,3.8,4.1,3.3,5.31
"3226",848843,3,3.6,3.4,2.3,3.2,4.54
"3227",848846,3.7,4.1,3.7,3,3,6
"3228",848895,3.4,4.6,3.7,2.4,3.9,5.54
"3229",848919,3.8,4.2,3.7,3.5,4.6,6
"3230",848934,2.8,4.2,4,4.3,3.3,5.31
"3231",848959,2.7,3.4,2.9,3.3,3,4.38
"3232",848968,4.4,4.6,3.6,3.6,3.6,6.92
"3233",848980,1.7,3.2,4.5,4.7,3.1,7
"3234",848983,1.9,3.4,3.9,4.4,3.2,6.46
"3235",848986,2.3,3.8,4,3.8,4,6.54
"3236",848995,2.6,3.3,4,3,2.8,4.08
"3237",849011,3.1,4.1,3.3,2.8,3.4,4.54
"3238",849035,4.1,3.6,4.4,4.2,3.7,7
"3239",849038,4.1,4.5,3.1,3.2,3.6,3.62
"3240",849053,3.2,3.1,3.2,3,3.1,5.23
"3241",849072,2.6,4,3.5,2.5,3.4,6.15
"3242",849075,2.4,4,4.6,4,3.1,5.46
"3243",849105,3.6,4.1,3.4,3.1,3,6.31
"3244",849118,1.9,3.4,3.8,2.7,2.8,5.31
"3245",849127,2.9,3.4,3.7,3.8,3.5,5.77
"3246",849130,3.2,4.4,3.2,2.4,3.6,5.85
"3247",849136,3.5,4.3,4.1,3.9,3.7,5.92
"3248",849139,3.9,3.1,3.1,3.8,3.7,6.15
"3249",849154,3,3.4,4.1,2.8,1.8,7
"3250",849157,4,4.8,3.7,3.1,2.8,6.23
"3251",849160,3.5,4.6,3.3,4.5,3.1,6.08
"3252",849163,2.5,3.4,3.6,3.9,2.8,5.31
"3253",849169,3.6,4.3,3.3,3,3.4,5.23
"3254",849200,3.2,3,3.5,3.2,3.8,5.15
"3255",849249,2.9,3.3,3.3,3.2,2.9,4.92
"3256",849261,3,3.8,3.9,3.3,3.1,5.54
"3257",849273,2.5,3.1,3.7,4.2,3.2,5.77
"3258",849282,2.8,3.8,3.9,3.6,3.3,5.62
"3259",849301,4.2,4.6,3,4.3,2.7,6
"3260",849322,3.1,3.2,3.8,3.4,2.9,5.62
"3261",849340,3.6,4.8,4.4,2.3,3.5,4.38
"3262",849343,3.3,3,3.2,3.1,3.3,4.38
"3263",849353,4.1,4,4.4,3.9,4.1,6.69
"3264",849386,4.2,4.6,4.4,4.1,3.4,6.77
"3265",849398,3.7,4.3,4.3,3.4,3.2,6.46
"3266",849401,3,3,3.5,2.4,3.5,4
"3267",849407,2.4,3.1,4.1,2,3.1,2.62
"3268",849417,3.4,4.2,3.7,1.6,3.9,3.85
"3269",849438,3.9,4,3.4,4.3,3.3,6.62
"3270",849472,3.3,4,3.4,3.9,3.5,6.85
"3271",849481,4.5,4,4.5,4.3,3.9,5.92
"3272",849493,4.1,4,4.1,4.1,4.1,6.54
"3273",849520,4.3,3.2,4.5,5,3,7
"3274",849542,3.1,3.5,3.4,3,3.1,4
"3275",849545,3.6,4.2,4.3,3.8,3.1,5.08
"3276",849566,2.9,4.4,4.7,2.6,3.1,4.23
"3277",849588,3.8,3.8,4.3,4.7,3.4,6.77
"3278",849630,2.7,3.7,3.4,2.7,3.5,5.62
"3279",849642,4,3.9,4.3,4.1,3.4,5.85
"3280",849652,4.5,4.6,4.2,4.4,4.6,6.85
"3281",849655,3,3.5,4.4,2.7,3.5,5.69
"3282",849694,4.7,4.2,4.2,4.3,3.9,5.85
"3283",849722,1.9,3.4,3.6,4.1,3.5,5.38
"3284",849746,3.3,3.8,3.8,3.1,3.4,5.23
"3285",849758,4,4.3,3.3,2.9,3.5,6
"3286",849765,3.7,4,4.3,4,3.9,6.31
"3287",849771,3.3,4.4,4.2,4.4,4.3,6.77
"3288",849783,3.6,3.6,4.1,4.3,3.5,5.46
"3289",849786,3.7,4.4,2.8,3.4,2.8,4.92
"3290",849792,2.6,3.5,3.6,3.5,2.5,5.54
"3291",849795,3.1,3.9,4.3,3.8,3.7,5.08
"3292",849856,2.7,3.9,3.3,3.2,3.7,4.38
"3293",849868,4.4,3.6,3,3.9,4.9,6.15
"3294",849874,2.8,4,3.8,3.4,3.7,5.38
"3295",849880,3.9,3.9,4.1,3.8,2.9,6.31
"3296",849920,2.8,3.3,2.7,4,4.4,4.85
"3297",849935,2.8,4.4,3.7,3.6,3.3,4.69
"3298",849938,3.4,3.8,3.6,3.3,2.7,6.85
"3299",849990,3.1,4.4,4.5,3.2,4.8,6.54
"3300",849996,3.6,3.7,3.6,3.3,3.8,6.38
"3301",850012,2.2,4.2,2.9,2.3,2.7,4.69
"3302",850036,2.8,3,3.5,2.6,3.7,4.15
"3303",850048,2.8,3.5,4.1,2.8,3.5,4.69
"3304",850061,4.1,4.4,2.9,3.5,3.7,4.69
"3305",850073,2.6,3.2,4.6,3.8,4.4,5.92
"3306",850079,3.6,4,3.6,4.1,3.4,6.46
"3307",850088,3.3,3.4,4.7,3.4,4,6.46
"3308",850106,3,3.8,3.9,3.3,3.1,5.23
"3309",850109,2.8,4.7,3.8,3.4,3.5,4.62
"3310",850115,3.5,3.9,3.4,2.4,3.5,6.23
"3311",850149,3.8,4,4.4,3.5,3.8,4.69
"3312",850152,2.7,2.2,3.5,3.9,3.3,4
"3313",850155,3.5,3.8,3.9,4,3.7,5.85
"3314",850167,3.1,4.1,3.4,2.6,3.3,4.62
"3315",850170,3.3,3.8,4.3,3.8,3.5,6.38
"3316",850198,3.2,3.9,4,4.2,3.4,6.46
"3317",850219,1.8,3.5,2.9,3.9,2.5,4.08
"3318",850274,3,3.8,3.6,3.8,3.5,4.77
"3319",850283,3.4,3.9,4,3.7,3.8,5.38
"3320",850289,3.2,3.1,3.3,3.2,3.1,4.62
"3321",850311,3.4,4.1,3.2,3,4.1,5.46
"3322",850317,3.3,3.2,3.4,3.7,3.3,5.77
"3323",850332,3.5,3.5,3.2,3.8,3.2,4.92
"3324",850335,2.9,3.6,3.5,1.8,3.7,3.15
"3325",850338,3.1,3.8,3.7,3.9,3.7,6
"3326",850341,3.2,3.4,3.7,4.3,2.9,5.69
"3327",850357,3,2.5,3.6,2.5,3.2,5.54
"3328",850390,4.1,4.3,4.6,4.9,3.7,6.54
"3329",850396,3.8,4.1,3,3.6,3.1,4.92
"3330",850408,3.4,3.7,4.3,2,4.3,5.69
"3331",850415,2.9,3.7,3.5,2.3,3.1,4.38
"3332",850424,2.8,3.3,3,3,3,5.62
"3333",850445,3.3,3.5,3.7,2.6,3.6,5
"3334",850482,3.2,3.7,3.4,3.1,3.6,5
"3335",850491,3,3.6,3.3,2.7,3.2,4.08
"3336",850515,3.4,4,4.1,4.2,3.1,5.77
"3337",850518,3.6,3.9,4.6,3.8,3.5,6.38
"3338",850558,3.2,4.8,4,3.9,3.9,6
"3339",850570,3.2,3.4,3.8,3.7,3.3,6.46
"3340",850582,3.2,3.8,3.7,2.7,2.9,4.85
"3341",850588,3,4,3.9,4.5,3.6,6.08
"3342",850628,3.1,3.6,3.6,3.4,3.5,5.23
"3343",850631,3.2,3.3,3.7,3.3,3.4,4.85
"3344",850637,3.6,3.8,3.4,3.5,3.3,5.54
"3345",850656,1,2.7,3.6,1.7,2.4,2.85
"3346",850665,3.6,4.5,3.9,3.1,4.1,5.54
"3347",850689,2.6,3.3,2.8,3.7,2.9,4.77
"3348",850717,1.8,4.5,3.8,3.6,3,5.62
"3349",850726,3.4,4.2,3.2,2.7,3.8,4.69
"3350",850732,3.9,4.4,3.9,2.4,3.5,6.08
"3351",850735,2,4.4,4.5,2.9,3,5.62
"3352",850738,3.8,3.6,3.6,2.7,2.7,5.31
"3353",850741,2.9,3.8,3.7,3.4,3.6,4.69
"3354",850753,3,3.6,3.5,4.3,3.3,7
"3355",850765,2.7,3.7,3.4,4.3,3.4,6.85
"3356",850772,3.1,4.3,3.6,3.2,3.3,5.15
"3357",850799,4.8,4.5,4.2,2.7,4,5.85
"3358",850808,3.4,4.4,4,3.8,3.1,6.77
"3359",850811,3.5,4.2,4,3.9,3.5,6.54
"3360",850830,3.3,4.3,4,3.1,3.6,6.77
"3361",850854,3.2,3.5,3.7,3.2,4.1,3.69
"3362",850860,3.9,4.3,4.1,4.2,3.9,6.85
"3363",850863,3.1,3.8,3.7,3.8,3,5.46
"3364",850885,3.9,4.2,3.4,3.5,3.8,5.31
"3365",850888,3.7,4.3,4.3,3.7,4.7,6.46
"3366",850900,3.3,3.8,4,4,3.8,6.23
"3367",850906,3.6,4.3,4.5,2.9,3.9,3.77
"3368",850909,3.5,4.1,4.2,4.6,3.3,6.46
"3369",850933,2.7,3.2,3.1,3.1,2.7,3.31
"3370",850939,4.1,3,3.9,3.5,3.3,5.54
"3371",850942,2.1,3.1,3.4,3.3,2.9,4.23
"3372",850949,3.9,2.5,3.8,4.3,3.3,6.15
"3373",850955,4.3,4.6,4,4.4,3.7,6.69
"3374",850973,3.5,3.8,3,3,3.4,4.62
"3375",850994,2.9,4.1,4.2,3,3.3,5.54
"3376",851007,2.6,3,3.9,3.1,3.5,4
"3377",851028,3.3,3.5,3.8,3.9,3.1,5.92
"3378",851037,3.8,3.4,3.4,2.1,3.4,5
"3379",851071,2.3,3.4,2.9,1.8,2.7,3
"3380",851098,2.9,3.6,3.3,4.6,2.8,6.23
"3381",851104,3.2,3.2,3.4,3.3,3,5.54
"3382",851107,2.5,3.3,3.5,3.6,3.6,5.23
"3383",851119,3.5,3.5,3.6,3.1,2.9,5.08
"3384",851123,2.7,1.7,4.6,4.4,4.3,6.31
"3385",851129,3.7,4.6,4.3,4.5,3.6,6
"3386",851181,3.6,4.2,4.7,4.9,4.4,7
"3387",851187,3.2,4.2,4.1,4,3.3,5.31
"3388",851235,4.6,4.3,4.5,3.8,3.2,6.62
"3389",851239,3.4,3.9,3.2,2.6,3.9,3.46
"3390",851242,3.7,4.5,3.3,3.2,4.4,6.54
"3391",851254,3.8,4,3.3,2.6,3.1,4.92
"3392",851260,3.4,3.8,3.8,3.1,3.9,5.69
"3393",851275,3.7,3.5,4.1,4.1,3.8,6.77
"3394",851278,3.1,3.1,3.3,3.8,3.3,5.15
"3395",851284,3.5,4.2,4.1,2.2,3.6,5.92
"3396",851293,3.7,4.4,3.4,3.2,3.2,5.38
"3397",851303,2.7,4,3.5,2.5,3.3,5.46
"3398",851306,4,4.4,4,4.9,4.6,6.54
"3399",851315,3,4.1,4.5,3.2,3.8,5.77
"3400",851318,1.9,2.1,3.5,2.3,3.5,3.85
"3401",851327,4,3.8,4.6,3.7,4.2,6.08
"3402",851336,3,4.5,3.8,3.7,3.9,5.62
"3403",851339,4.1,4.2,4.3,4.4,3.4,5.77
"3404",851351,3.1,3.9,4,3,3.6,5.38
"3405",851354,2.9,3.8,4,3.5,3.8,5.62
"3406",851364,2.8,3.9,3.3,3.9,2.5,5.92
"3407",851379,2.5,3.7,4.2,4.1,3.1,5.23
"3408",851394,1.8,2.8,2.8,3.5,3.2,5.62
"3409",851400,3.6,3.1,4.5,4.1,3.6,7
"3410",851403,3.7,3.8,4.4,1.6,3.4,4.38
"3411",851416,2.9,3.6,3.4,3.7,2.7,6
"3412",851425,2.4,3.6,4,3.5,3.6,5.85
"3413",851431,3.6,4,4.3,4,3.8,6.15
"3414",851434,3.8,4.5,3.9,3.5,4.4,5.62
"3415",851443,3.5,3.7,3.7,3.9,3.5,6.62
"3416",851489,3.3,3.6,3.9,3.7,3.4,6.31
"3417",851525,2.3,4.3,4.2,1.6,4,5.92
"3418",851535,3.2,2.6,3.6,4.1,4.1,6.38
"3419",851550,2.6,3.4,3.1,3.3,4.2,5.62
"3420",851553,3.8,3.8,3.5,3.5,3.3,5.46
"3421",851580,3.9,4.5,3.7,3.6,3.4,5.62
"3422",851583,3.4,3.2,3.8,3.4,3.2,6.08
"3423",851596,2.8,3.2,3.5,3.9,3.4,5.31
"3424",851611,3.3,4.4,4.3,4.3,3.9,5.69
"3425",851614,2.7,3.6,3.8,3.6,3.4,6
"3426",851635,3.9,3.9,4.1,3.8,4,6.15
"3427",851641,3.9,4.6,4.3,4.4,3.3,6.31
"3428",851647,3.9,3.9,4,3.8,3.5,6.46
"3429",851660,3.3,3.2,2.9,3.1,3.3,4
"3430",851672,3.7,4,4.1,4.5,4.1,6.15
"3431",851681,3.8,4.2,3.7,3.3,4,4.77
"3432",851705,2.1,3.4,3.6,3.6,3.5,5.77
"3433",851724,3.6,4,3.5,4.1,2.9,5.69
"3434",851736,3.4,2.9,3.6,3.1,4.3,5.77
"3435",851773,2.1,3.7,3.7,3.9,3.3,6.62
"3436",851800,2.6,4.1,4.1,4.4,3.6,6.38
"3437",851821,3,3.4,3.8,3.1,3.9,4.31
"3438",851831,3,3,3.4,3.2,2.9,3.92
"3439",851834,2.8,4.1,3.5,2.8,3.5,4.08
"3440",851840,3.5,3.9,4.5,3.1,3.5,4.77
"3441",851867,3.8,4,4.4,4.3,3.5,5.69
"3442",851873,3.3,4,3.4,4.1,3.9,6.15
"3443",851916,2.4,4.2,4.3,3.2,3.8,5.08
"3444",851931,2.9,3.3,3,3.8,2.4,5
"3445",851937,2.7,3.2,3.5,1.8,3.2,4.38
"3446",851940,3.2,3.2,3.7,3.6,3,6.15
"3447",851965,2.2,4.3,3.3,3.1,3.3,5.62
"3448",851968,3.4,4.1,3.5,3.3,3.5,5.69
"3449",851980,4,4.1,4.4,4.4,4,5.62
"3450",851983,2.8,3.4,4.2,3.5,3.2,5.85
"3451",851986,1.9,3.3,3.2,3,3.2,4.38
"3452",851989,3.9,4,3.4,3.9,3.6,6.85
"3453",851992,2.7,3.4,3.4,3.2,3.2,5.08
"3454",851995,2.9,4.3,4.4,4.1,3.6,6.38
"3455",852017,3.9,3.9,4.5,4,3.6,6
"3456",852023,2.7,3.7,4.4,3.4,3.1,5.38
"3457",852053,3.5,3.7,4,3.2,3.2,4.77
"3458",852062,4.2,4.4,3.9,4.1,3.9,6.31
"3459",852075,3.7,4.5,3.6,4,3.3,5.23
"3460",852084,3,3.3,3.2,3.8,2.8,5.38
"3461",852090,2.3,3.4,3.8,3.5,3.5,4.69
"3462",852093,1.8,1.5,2.9,4.9,3.6,6.23
"3463",852099,3.6,3.9,3.6,2.9,3.4,4
"3464",852105,2.3,2.9,4.6,3.3,3.1,5.62
"3465",852108,4.8,4.9,3.4,3.7,4.4,6.85
"3466",852111,1.7,4,2.9,1.7,3.9,2.69
"3467",852151,2.2,4.5,4.8,2,4.4,5.92
"3468",852154,2.2,3.5,3.8,3.9,2.7,3.92
"3469",852175,3.4,4.6,3.9,3.2,2.6,5.08
"3470",852191,3.5,3.3,3.9,3.2,4,5.92
"3471",852194,4.9,4.5,4.3,3.9,3.2,6.15
"3472",852236,3,3.6,3.6,3.6,3.6,5.46
"3473",852239,4.3,3.2,3,3.2,4.1,4.23
"3474",852252,2.7,3.6,3.2,3.5,4,5.54
"3475",852258,3.4,3.9,4.8,2.8,4.2,4.77
"3476",852264,2.8,2.5,3.7,4,4.1,5.77
"3477",852279,2.5,3.8,3.8,2,3.6,4.46
"3478",852288,3,3.3,3.5,3.3,2.8,6
"3479",852291,2.7,3.6,3.6,3.6,3.7,5.38
"3480",852322,2.3,4.1,4.6,1.8,3.3,4.54
"3481",852359,4.3,4.5,3.8,3.7,3.7,5.92
